xbrl,scripcode,nsesymbol,mseisymbol,companyname,isin,regulationofinsider,personcategory,personname,instrumenttype,securitynumberheldprior,securitiespercentageheldprior,noofsecurities,securityvalue,securitytype,postsecurities,postsecuritypercentage,allotmentadvicedate,saleofsharesspecifytodate,dateofintimation,modeofacquisionordisposal,exchangeonwhichthetradewasexecuted,valueinaggregate
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
